retailer_id,country_id,product_id,revenue,gross_revenue,sales_plan,quantity,quantity_returned,date_id
23,1,75,5078.4,1398.4,5646.0,46.0,,196
23,1,1,960.0,320.0,1026.0,160.0,,196
23,1,51,5320.0,2660.0,5687.0,76.0,,196
23,1,41,1472.0,339.48,1542.0,46.0,,196
23,1,40,5683.86,1478.88,6440.0,234.0,,196
23,1,23,1567.68,522.4,1810.0,16.0,,196
90,4,36,1379.08,548.78,1021.0,46.0,,196
90,4,99,530.0,318.0,371.0,106.0,,196
90,4,86,672.0,448.0,557.0,112.0,,196
90,4,3,5099.36,1403.6,3899.0,232.0,,196
90,4,13,80685.62,10808.16,58489.0,178.0,,196
90,4,9,1053.36,261.36,836.0,88.0,,196
170,13,114,1041.6,561.6,1150.0,6.0,,196
170,13,111,2534.24,1225.44,1591.0,16.0,,196
170,13,115,1049.02,459.02,646.0,118.0,,196
170,13,101,16871.48,6483.12,10997.0,34.0,,196
185,8,55,367.2,151.2,265.0,54.0,,197
185,8,54,1907.2,494.0,1373.0,40.0,,197
185,8,81,2584.0,1064.0,1752.0,38.0,,197
185,8,37,2285.36,675.36,1710.0,56.0,,197
185,8,10,506.26,166.26,379.0,34.0,,197
177,14,68,1799.7,415.2,1535.0,30.0,,197
185,8,48,2618.0,1078.0,1701.0,28.0,,197
185,8,28,1240.8,184.8,947.0,44.0,,197
185,8,52,1356.18,558.18,1035.0,42.0,,197
177,14,75,5520.0,1520.0,4398.0,50.0,,197
177,14,74,736.0,210.22,551.0,46.0,,197
185,8,12,35489.42,6159.08,25568.0,62.0,,197
185,8,34,3433.98,1015.66,2620.0,86.0,,197
185,8,8,4737.6,1587.6,3547.0,42.0,,197
185,8,69,989.8,256.5,755.0,10.0,,197
185,8,65,3182.4,1310.4,2338.0,48.0,,197
185,8,58,2632.32,575.64,1896.0,36.0,,197
185,8,41,893.7,155.1,675.0,30.0,,197
185,8,19,17466.0,5166.0,11597.0,82.0,,197
185,8,60,918.0,378.0,598.0,54.0,,197
177,14,88,770.0,550.0,947.0,110.0,,197
185,8,42,4320.0,1120.2,3051.0,30.0,,197
185,8,84,2011.0,440.0,1406.0,20.0,,197
177,14,82,1440.0,480.0,1148.0,48.0,,197
185,8,63,1782.0,462.0,1233.0,44.0,,197
185,8,26,11519.2,2986.0,8299.0,40.0,,197
185,8,27,13415.76,4816.08,10045.0,36.0,,197
185,8,4,816.64,176.64,599.0,128.0,,197
185,8,15,19845.0,5145.0,13317.0,30.0,,197
177,14,87,468.0,312.0,344.0,78.0,,197
185,8,44,24958.4,6469.6,18334.0,80.0,,197
185,8,16,312.8,128.8,238.0,184.0,,197
185,8,43,7182.0,1862.28,4971.0,42.0,,197
194,17,82,,,,,2.0,198
134,11,76,,,1070.0,,50.0,198
115,3,84,,,,,2.0,198
148,6,20,2074.0,503.0,2571.0,20.0,,198
148,6,39,5171.18,1677.0,3616.0,86.0,,198
148,6,51,2646.0,1176.0,4169.0,42.0,,198
148,6,85,6606.96,2371.68,18080.0,24.0,,198
148,6,83,3996.0,1296.0,2432.0,48.0,,198
148,6,81,3456.0,1536.0,2104.0,48.0,,198
148,6,55,560.82,248.82,661.0,78.0,,198
148,6,8,5436.74,1986.74,11129.0,46.0,,198
148,6,21,608.94,83.88,409.0,18.0,,198
148,6,58,1809.84,438.72,4067.0,24.0,,198
148,6,59,1602.16,309.96,1099.0,28.0,,198
148,6,67,12668.36,5929.34,8693.0,58.0,,198
148,6,87,425.58,261.58,298.0,82.0,,198
148,6,36,1711.82,592.72,1130.0,62.0,,198
148,6,60,756.0,336.0,1159.0,42.0,,198
148,6,44,9059.12,2588.04,13825.0,28.0,,198
148,6,79,2607.22,570.46,6564.0,22.0,,198
148,6,5,2349.5,601.0,3053.0,50.0,,198
148,6,50,329.36,145.36,426.0,92.0,,198
148,6,45,8586.4,2453.28,5781.0,16.0,,198
181,9,16,,,347.0,,108.0,199
134,11,74,949.22,240.56,714.0,62.0,,199
135,11,100,310.8,142.8,178.0,56.0,,199
134,11,70,2508.0,748.0,3033.0,22.0,,199
134,11,67,8992.8,4345.2,15072.0,40.0,,199
135,11,94,150.0,90.0,178.0,30.0,,199
135,11,29,919.52,343.0,535.0,14.0,,199
128,20,104,1399.96,733.32,2547.0,2.0,,199
128,20,21,560.0,93.28,961.0,16.0,,199
134,11,93,318.5,178.5,406.0,70.0,,199
123,3,63,891.0,231.0,925.0,22.0,,199
123,3,28,733.2,109.2,1233.0,26.0,,199
128,20,102,1599.96,838.06,2911.0,2.0,,199
123,3,93,230.0,138.0,206.0,46.0,,199
134,11,106,3602.6,1458.24,23268.0,4.0,,199
128,20,65,2652.0,1326.0,4461.0,34.0,,199
128,20,35,1488.0,385.64,2349.0,62.0,,199
128,20,113,168.0,84.0,266.0,14.0,,199
134,11,61,592.0,272.0,357.0,16.0,,199
128,20,115,160.0,80.0,275.0,16.0,,199
123,3,29,858.76,282.24,2466.0,14.0,,199
135,11,84,3368.64,855.04,2319.0,32.0,,199
135,11,79,1681.68,385.56,1070.0,14.0,,199
128,20,91,440.0,264.0,756.0,88.0,,199
135,11,81,1924.0,884.0,1249.0,26.0,,199
135,11,70,2280.0,680.0,1606.0,20.0,,199
135,11,77,4662.0,2142.0,2854.0,56.0,,199
134,11,64,2442.0,1122.0,3033.0,66.0,,199
134,11,81,1924.0,884.0,1249.0,26.0,,199
135,11,87,432.0,288.0,178.0,72.0,,199
135,11,74,704.26,178.48,535.0,46.0,,199
134,11,62,1801.2,671.76,2319.0,24.0,,199
134,11,82,1254.0,374.0,1606.0,44.0,,199
138,10,107,4479.92,2443.64,2504.0,4.0,,199
138,10,29,1540.0,634.04,3104.0,22.0,,199
138,10,18,5418.0,1806.0,2732.0,42.0,,199
138,10,88,490.0,350.0,713.0,70.0,,199
138,10,87,156.0,104.0,80.0,26.0,,199
138,10,68,2399.6,553.6,3312.0,40.0,,199
138,10,73,359.4,102.6,205.0,30.0,,199
138,10,110,1440.0,720.0,1583.0,12.0,,199
138,10,58,2559.36,731.2,1487.0,32.0,,199
138,10,12,23586.0,4663.2,12076.0,40.0,,199
138,10,62,3840.0,1581.12,7551.0,48.0,,199
138,10,63,1710.0,570.0,1718.0,38.0,,199
138,10,50,352.0,176.0,189.0,88.0,,199
138,10,59,1199.8,276.8,1221.0,20.0,,199
138,10,83,1980.0,742.5,1084.0,22.0,,199
114,3,39,2210.0,828.58,3236.0,34.0,,199
123,3,14,19015.52,2831.52,40148.0,34.0,,199
114,3,12,24698.52,3883.44,36886.0,44.0,,199
123,3,13,15640.32,3078.08,15824.0,32.0,,199
105,3,68,2399.6,553.6,2263.0,40.0,,199
105,3,70,2400.0,800.0,2135.0,20.0,,199
157,16,77,,,4735.0,,2.0,199
33,1,56,1247.4,491.4,1238.0,84.0,,199
33,1,52,1316.7,518.7,1346.0,42.0,,199
33,1,62,9859.68,3083.04,20490.0,144.0,,199
33,1,51,4504.5,1774.5,4515.0,78.0,,199
33,1,59,882.08,143.68,1820.0,16.0,,199
33,1,85,10783.92,3372.18,18979.0,42.0,,199
33,1,50,492.0,192.0,1082.0,150.0,,199
33,1,91,189.6,93.6,192.0,48.0,,199
33,1,44,14698.56,3605.28,14875.0,48.0,,199
33,1,69,1165.92,285.96,1135.0,12.0,,199
33,1,48,2178.0,858.0,1914.0,24.0,,199
175,14,102,12799.68,6704.48,6862.0,16.0,,200
175,14,101,3300.0,1466.76,1638.0,6.0,,200
175,14,107,4479.92,2443.64,2268.0,4.0,,200
175,14,113,840.0,420.0,417.0,70.0,,200
175,14,109,7308.0,3248.0,3337.0,116.0,,200
130,11,32,760.0,226.56,535.0,32.0,,200
130,11,90,202.24,122.24,178.0,32.0,,200
130,11,19,4077.0,1377.0,2498.0,18.0,,200
130,11,66,2331.0,1071.0,3561.0,28.0,,200
130,11,93,263.9,147.9,178.0,58.0,,200
130,11,74,796.12,201.76,535.0,52.0,,200
130,11,100,333.0,153.0,178.0,60.0,,200
130,11,92,72.8,40.8,0.0,16.0,,200
130,11,75,5291.5,1291.5,3389.0,50.0,,200
130,11,67,5395.68,2607.12,3211.0,24.0,,200
123,3,25,3500.0,1166.76,2865.0,14.0,,200
130,11,64,2220.0,1020.0,1427.0,60.0,,200
130,11,99,227.5,127.5,178.0,50.0,,200
130,11,2,323.96,65.8,178.0,28.0,,200
146,7,63,2250.0,750.0,2379.0,50.0,,200
141,7,61,1760.0,880.0,1177.0,44.0,,200
141,7,71,1440.0,480.0,963.0,16.0,,200
141,7,26,6399.6,2133.0,13432.0,20.0,,200
146,7,70,2880.0,960.0,3046.0,24.0,,200
146,7,68,2879.52,664.32,3106.0,48.0,,200
123,3,18,3612.0,1204.0,2705.0,28.0,,200
123,3,14,16097.2,2769.2,40148.0,28.0,,200
146,7,79,2749.56,712.8,3083.0,22.0,,200
146,7,108,3399.92,1511.04,3668.0,4.0,,200
146,7,91,180.0,108.0,191.0,36.0,,200
101,3,71,2160.0,720.0,2055.0,24.0,,200
103,3,8,1290.0,540.0,2387.0,10.0,,200
101,3,89,532.0,342.0,514.0,76.0,,200
96,4,108,10272.78,1772.82,10386.0,18.0,,200
96,4,112,666.0,222.0,666.0,74.0,,200
101,3,12,16184.84,2938.88,15619.0,28.0,,200
101,3,32,1500.0,499.8,2553.0,60.0,,200
101,3,88,350.0,250.0,308.0,50.0,,200
96,4,31,2319.28,729.28,6183.0,212.0,,200
130,11,66,2520.0,1260.0,3561.0,28.0,,201
130,11,84,2639.52,754.32,2280.0,24.0,,201
130,11,69,659.88,219.9,604.0,6.0,,201
130,11,94,480.0,288.0,407.0,96.0,,201
130,11,18,3612.0,1204.0,2997.0,28.0,,201
130,11,88,448.0,320.0,349.0,64.0,,201
130,11,68,2399.6,553.6,2154.0,40.0,,201
130,11,81,1760.0,880.0,1490.0,22.0,,201
130,11,79,1749.72,453.6,1511.0,14.0,,201
130,11,76,2080.0,856.44,1762.0,52.0,,201
130,11,73,383.36,109.44,344.0,32.0,,201
113,3,63,1620.0,540.0,1456.0,36.0,,201
147,6,62,4160.0,1712.88,3631.0,52.0,,201
147,6,53,1759.56,503.36,1628.0,44.0,,201
147,6,42,4800.0,1600.2,4188.0,30.0,,201
147,6,48,1760.0,880.0,1536.0,16.0,,201
147,6,68,2879.52,664.32,2564.0,48.0,,201
147,6,46,1776.0,507.36,1456.0,24.0,,201
147,6,29,1960.0,806.96,1711.0,28.0,,201
147,6,59,959.84,221.44,870.0,16.0,,201
147,6,54,2543.52,847.68,4419.0,48.0,,201
147,6,103,2000.0,888.96,3490.0,4.0,,201
95,3,51,4200.0,2100.0,12470.0,60.0,,201
95,3,85,5399.64,2223.18,27458.0,18.0,,201
95,3,98,241.5,103.5,309.0,46.0,,201
95,3,15,12331.44,1551.44,34790.0,22.0,,201
95,3,11,5600.0,1600.0,14447.0,16.0,,201
99,3,23,783.84,261.2,719.0,8.0,,201
99,3,38,960.0,320.0,925.0,32.0,,201
95,3,14,16472.7,2192.7,23598.0,30.0,,201
99,3,15,8244.6,1384.6,8118.0,14.0,,201
95,3,74,1184.0,338.18,1702.0,74.0,,201
99,3,10,340.0,140.0,308.0,20.0,,201
95,3,44,11093.12,3697.6,15165.0,32.0,,201
95,3,5,800.0,240.48,9447.0,16.0,,201
95,3,33,1620.0,540.0,2321.0,60.0,,201
99,3,21,560.0,93.28,514.0,16.0,,201
95,3,2,814.64,187.68,1238.0,68.0,,201
99,3,36,1379.08,548.78,4187.0,46.0,,201
174,12,110,4774.8,2014.8,9767.0,46.0,,202
183,9,34,5218.84,1956.92,6886.0,116.0,,202
183,9,95,504.0,252.0,811.0,84.0,,202
183,9,10,680.0,280.0,449.0,40.0,,202
174,12,114,670.4,350.4,1231.0,4.0,,202
176,14,93,710.0,426.0,566.0,142.0,,202
176,14,94,1220.0,732.0,973.0,244.0,,202
176,14,92,140.0,84.0,111.0,28.0,,202
176,14,90,994.0,639.0,761.0,142.0,,202
183,9,28,1080.0,216.0,748.0,36.0,,202
183,9,7,1536.0,422.88,1048.0,24.0,,202
183,9,90,882.0,567.0,599.0,126.0,,202
183,9,33,1998.0,666.0,1347.0,74.0,,202
183,9,17,3024.0,864.0,2245.0,36.0,,202
183,9,38,1020.0,340.0,1881.0,34.0,,202
183,9,2,862.56,198.72,1389.0,72.0,,202
174,12,105,20857.6,9739.6,41729.0,20.0,,202
183,9,85,5999.6,2470.2,9774.0,20.0,,202
183,9,41,704.0,162.36,898.0,22.0,,202
176,14,71,1620.0,540.0,1291.0,18.0,,202
183,9,75,5078.4,1398.4,10924.0,46.0,,202
183,9,84,2419.56,691.46,1647.0,22.0,,202
183,9,97,420.0,120.0,299.0,12.0,,202
183,9,76,1760.0,724.68,1198.0,44.0,,202
183,9,72,2610.0,1305.0,1647.0,18.0,,202
176,14,76,1760.0,724.68,1402.0,44.0,,202
174,12,107,5730.24,2675.82,4900.0,6.0,,202
176,14,83,2340.0,877.5,1864.0,26.0,,202
188,8,34,3673.56,1086.52,8331.0,92.0,,202
188,8,25,9000.0,2333.6,6356.0,40.0,,202
188,8,81,2040.0,840.0,1441.0,30.0,,202
188,8,29,1840.2,604.8,1326.0,30.0,,202
188,8,7,1056.6,221.76,1866.0,18.0,,202
188,8,39,4037.6,1193.5,5008.0,70.0,,202
188,8,17,2457.28,537.28,1875.0,32.0,,202
188,8,85,5784.68,1902.34,4412.0,22.0,,202
188,8,47,1768.5,423.6,3690.0,30.0,,202
188,8,15,22491.0,5831.0,15728.0,34.0,,202
188,8,75,7695.76,1615.76,10311.0,76.0,,202
188,8,55,530.4,218.4,389.0,78.0,,202
188,8,58,3071.04,671.58,2256.0,42.0,,202
188,8,83,2875.32,850.32,2071.0,36.0,,202
188,8,73,350.72,76.8,527.0,32.0,,202
188,8,9,309.68,57.68,535.0,28.0,,202
188,8,19,6816.0,2016.0,4526.0,32.0,,202
188,8,77,7191.0,2961.0,5028.0,94.0,,202
188,8,3,1130.08,238.0,861.0,56.0,,202
188,8,80,5608.8,1844.0,8269.0,40.0,,202
188,8,71,1620.0,420.0,1144.0,20.0,,202
115,3,66,1440.0,720.0,1281.0,16.0,,202
115,3,91,160.0,96.0,254.0,32.0,,202
115,3,85,7199.52,2964.24,6530.0,24.0,,202
115,3,98,192.0,96.0,167.0,32.0,,202
115,3,15,13640.64,1880.64,12614.0,24.0,,202
115,3,77,4500.0,2250.0,6744.0,50.0,,202
115,3,33,1566.0,522.0,1309.0,58.0,,202
115,3,31,420.0,210.0,374.0,28.0,,202
115,3,25,8500.0,2833.56,7558.0,34.0,,202
115,3,82,1260.0,420.0,1121.0,42.0,,202
32,1,17,8904.0,2544.0,7304.0,106.0,,202
32,1,76,2960.0,1218.78,2529.0,74.0,,202
32,1,86,888.0,592.0,699.0,148.0,,202
48,2,69,1539.72,513.1,1384.0,14.0,,202
48,2,63,3060.0,1020.0,6329.0,68.0,,202
32,1,5,2600.0,781.56,2221.0,52.0,,202
48,2,73,551.08,157.32,494.0,46.0,,202
32,1,34,2609.42,978.46,2275.0,58.0,,202
134,11,27,3440.0,1528.96,2910.0,8.0,,203
134,11,67,10247.58,5367.6,15072.0,42.0,,203
123,3,28,540.0,108.0,1233.0,18.0,,203
123,3,64,2320.0,1160.0,2261.0,58.0,,203
134,11,91,200.0,120.0,347.0,40.0,,203
134,11,75,5299.2,1459.2,4573.0,48.0,,203
134,11,94,360.0,216.0,305.0,72.0,,203
134,11,93,270.0,162.0,406.0,54.0,,203
134,11,73,311.48,88.92,462.0,26.0,,203
134,11,85,5399.64,2223.18,10103.0,18.0,,203
134,11,108,1699.96,755.52,1525.0,2.0,,203
131,11,72,7250.0,3625.0,6139.0,50.0,,203
134,11,106,9649.8,4288.9,23268.0,10.0,,203
123,3,89,140.0,90.0,103.0,20.0,,203
123,3,87,708.0,472.0,719.0,118.0,,203
112,3,51,4620.0,2310.0,4092.0,66.0,,203
112,3,88,280.0,200.0,232.0,40.0,,203
112,3,44,6239.88,2079.9,5181.0,18.0,,203
157,16,37,,,2253.0,,10.0,203
48,2,65,9828.0,4914.0,8999.0,126.0,,203
48,2,63,3690.0,1230.0,6329.0,82.0,,203
48,2,24,12900.0,2150.0,12361.0,172.0,,203
96,4,63,2805.0,765.0,2243.0,68.0,,203
96,4,93,425.0,225.0,280.0,100.0,,203
96,4,92,238.0,126.0,280.0,56.0,,203
101,3,74,768.0,219.36,637.0,48.0,,203
101,3,93,350.0,210.0,318.0,70.0,,203
101,3,10,340.0,140.0,318.0,20.0,,203
103,3,17,2016.0,576.0,1711.0,24.0,,203
96,4,104,8516.48,3850.0,6730.0,14.0,,203
101,3,3,659.4,181.5,1618.0,30.0,,203
96,4,28,5130.0,810.0,4206.0,180.0,,203
103,3,59,1079.82,249.12,994.0,18.0,,203
96,4,31,1678.08,718.08,6183.0,128.0,,203
101,3,32,1450.0,483.14,2553.0,58.0,,203
189,17,105,13826.64,7155.84,6234.0,12.0,,204
189,17,108,1699.96,755.52,781.0,2.0,,204
145,7,55,593.1,233.1,839.0,90.0,,204
145,7,52,1630.2,642.2,3743.0,52.0,,204
145,7,48,1815.0,715.0,1154.0,20.0,,204
145,7,46,1864.52,384.44,1273.0,28.0,,204
145,7,19,5838.0,1638.0,25271.0,28.0,,204
145,7,31,889.92,349.92,1608.0,72.0,,204
145,7,44,6124.4,1502.2,18183.0,20.0,,204
145,7,16,208.64,80.64,146.0,128.0,,204
145,7,50,656.0,256.0,966.0,200.0,,204
145,7,38,1431.0,351.0,2250.0,54.0,,204
145,7,20,3563.28,735.48,2575.0,36.0,,204
145,7,66,1782.0,702.0,4794.0,24.0,,204
145,7,34,5002.24,1402.88,8733.0,128.0,,204
145,7,2,1035.88,169.2,748.0,94.0,,204
145,7,39,5195.24,1457.28,3614.0,92.0,,204
145,7,37,2716.6,761.6,1927.0,68.0,,204
145,7,8,4403.2,1403.2,11999.0,40.0,,204
145,7,76,2190.08,684.16,3814.0,64.0,,204
145,7,21,1186.2,136.08,2112.0,36.0,,204
145,7,5,3042.32,664.36,2076.0,68.0,,204
145,7,57,1980.0,780.0,3183.0,30.0,,204
145,7,3,2583.1,512.2,1746.0,130.0,,204
145,7,1,307.4,75.4,1325.0,58.0,,204
99,3,36,2038.64,811.24,4187.0,68.0,,204
99,3,26,5759.64,1919.7,5343.0,18.0,,204
99,3,24,2700.0,450.0,2569.0,36.0,,204
170,13,113,1440.0,720.0,1746.0,120.0,,204
117,3,55,,,274.0,,52.0,205
121,3,110,1680.0,840.0,1441.0,14.0,,205
121,3,108,8499.8,3777.6,7871.0,10.0,,205
121,3,106,11056.92,3551.66,9670.0,14.0,,205
121,3,102,1599.96,838.06,1454.0,2.0,,205
157,16,1,,,316.0,,10.0,205
44,2,77,9949.5,3919.5,6968.0,134.0,,205
44,2,47,4170.96,943.2,2914.0,72.0,,205
44,2,66,4900.5,1930.5,3420.0,66.0,,205
44,2,51,9009.0,3549.0,6207.0,156.0,,205
44,2,74,3079.46,633.44,2154.0,214.0,,205
183,9,40,1693.86,364.08,2038.0,74.0,,206
183,9,24,2707.5,332.5,3470.0,38.0,,206
183,9,38,972.0,252.0,1881.0,36.0,,206
183,9,94,294.48,150.48,431.0,72.0,,206
183,9,19,8520.0,2520.0,17500.0,40.0,,206
183,9,75,6075.6,1275.6,10924.0,60.0,,206
183,9,15,13230.0,3430.0,15552.0,20.0,,206
183,9,37,2040.5,603.0,2569.0,50.0,,206
183,9,20,2413.2,528.0,2838.0,24.0,,206
183,9,96,378.54,82.8,627.0,18.0,,206
183,9,67,11104.56,4830.3,13067.0,54.0,,206
183,9,100,325.76,133.76,816.0,64.0,,206
183,9,21,665.0,81.6,780.0,20.0,,206
183,9,95,427.56,175.56,811.0,84.0,,206
183,9,85,4207.04,1383.52,9774.0,16.0,,206
183,9,91,220.86,112.86,301.0,54.0,,206
183,9,80,8693.64,2858.2,15334.0,62.0,,206
183,9,39,2884.0,852.5,3668.0,50.0,,206
183,9,66,1989.0,819.0,2451.0,26.0,,206
183,9,83,2236.36,661.36,2947.0,28.0,,206
183,9,2,624.4,108.08,1389.0,56.0,,206
54,2,20,6928.6,1430.1,4814.0,70.0,,206
54,2,19,22935.0,6435.0,16089.0,110.0,,206
54,2,24,6355.8,730.8,4561.0,90.0,,206
54,2,62,2875.74,899.22,2027.0,42.0,,206
54,2,54,3932.04,964.32,2787.0,84.0,,206
54,2,88,1701.0,1053.0,1140.0,324.0,,206
181,9,75,4252.92,892.92,11240.0,42.0,,207
181,9,61,2244.0,924.0,4875.0,66.0,,207
181,9,80,5608.8,1844.0,15522.0,40.0,,207
181,9,91,220.86,112.86,960.0,54.0,,207
181,9,62,2523.96,829.8,9347.0,36.0,,207
181,9,11,5120.0,1120.0,6683.0,16.0,,207
181,9,54,1907.2,494.0,4773.0,40.0,,207
181,9,52,1420.76,584.76,1705.0,44.0,,207
181,9,98,91.62,37.62,445.0,18.0,,207
181,9,90,1254.3,699.3,2343.0,222.0,,207
181,9,21,665.0,81.6,2161.0,20.0,,207
181,9,46,1353.2,296.0,3443.0,20.0,,207
181,9,100,610.8,250.8,797.0,120.0,,207
181,9,24,2707.5,332.5,5714.0,38.0,,207
181,9,16,183.6,75.6,347.0,108.0,,207
181,9,17,2764.44,604.44,5123.0,36.0,,207
181,9,33,1797.46,465.46,2104.0,74.0,,207
181,9,59,2010.24,348.84,5111.0,36.0,,207
181,9,25,8100.0,2100.24,9508.0,36.0,,207
181,9,77,3519.0,1449.0,3926.0,46.0,,207
181,9,53,2339.84,512.64,3720.0,64.0,,207
194,17,36,,,695.0,,4.0,207
134,11,85,9006.4,3359.36,10103.0,32.0,,207
134,11,76,1876.0,699.5,1070.0,50.0,,207
134,11,98,432.9,198.9,357.0,78.0,,207
134,11,101,5133.4,2078.0,3033.0,10.0,,207
134,11,24,1023.68,148.68,714.0,14.0,,207
134,11,57,888.0,408.0,535.0,12.0,,207
134,11,87,313.2,197.2,357.0,58.0,,207
134,11,82,1425.0,425.0,1606.0,50.0,,207
134,11,68,2316.0,470.0,1427.0,40.0,,207
134,11,106,19814.3,8020.32,23268.0,22.0,,207
144,7,107,6719.88,3665.46,6102.0,6.0,,207
144,7,106,9649.8,4288.9,8762.0,10.0,,207
144,7,101,8800.0,3911.36,7398.0,16.0,,207
144,7,112,342.0,114.0,281.0,38.0,,207
148,6,9,136.32,28.32,288.0,12.0,,207
148,6,89,621.18,366.18,434.0,102.0,,207
148,6,16,142.4,62.4,189.0,80.0,,207
148,6,35,3412.5,745.5,3798.0,150.0,,207
148,6,62,5579.16,2002.6,6622.0,76.0,,207
148,6,92,132.0,72.0,84.0,30.0,,207
148,6,72,3132.0,1392.0,6542.0,24.0,,207
148,6,43,6383.88,1824.12,4464.0,36.0,,207
148,6,34,7489.8,2428.2,10698.0,180.0,,207
148,6,98,226.8,100.8,159.0,42.0,,207
148,6,44,11647.44,3327.48,13825.0,36.0,,207
148,6,71,2016.0,576.0,1227.0,24.0,,207
148,6,96,346.88,84.0,243.0,16.0,,207
148,6,74,2260.5,546.0,3491.0,150.0,,207
148,6,95,594.0,264.0,369.0,110.0,,207
148,6,52,1231.2,547.2,1438.0,36.0,,207
148,6,26,5973.2,1706.6,3945.0,20.0,,207
148,6,79,4266.36,933.48,6564.0,36.0,,207
148,6,91,387.2,211.2,255.0,88.0,,207
148,6,4,685.36,165.36,471.0,104.0,,207
148,6,85,13213.92,4743.36,18080.0,48.0,,207
148,6,84,3940.6,955.7,2705.0,38.0,,207
148,6,7,1935.04,450.88,1303.0,32.0,,207
148,6,29,1669.98,599.3,1168.0,26.0,,207
148,6,51,4032.0,1792.0,4169.0,64.0,,207
148,6,73,610.74,148.5,725.0,54.0,,207
148,6,41,915.6,177.0,1005.0,30.0,,207
148,6,50,300.72,132.72,426.0,84.0,,207
148,6,75,16062.2,3742.2,21221.0,154.0,,207
148,6,8,4491.22,1641.22,11129.0,38.0,,207
148,6,55,431.4,191.4,661.0,60.0,,207
148,6,46,1953.28,473.2,1367.0,28.0,,207
49,2,107,8959.84,4887.28,11401.0,8.0,,207
49,2,114,800.0,480.0,507.0,4.0,,207
49,2,111,720.0,392.8,1140.0,4.0,,207
49,2,115,680.0,340.0,507.0,68.0,,207
89,4,54,,,,,4.0,207
186,8,108,2946.6,1057.72,2206.0,4.0,,208
177,14,65,2652.0,1326.0,1290.0,34.0,,208
177,14,93,410.0,246.0,203.0,82.0,,208
186,8,106,3345.32,1200.96,8131.0,4.0,,208
177,14,95,744.0,372.0,355.0,124.0,,208
186,8,101,2860.02,1026.78,2061.0,6.0,,208
186,8,103,1733.28,622.24,1323.0,4.0,,208
177,14,70,1920.0,640.0,953.0,16.0,,208
186,8,105,8182.88,3735.68,6243.0,8.0,,208
177,14,67,5855.76,3067.2,3081.0,24.0,,208
177,14,88,728.0,520.0,947.0,104.0,,208
177,14,78,3168.0,633.92,1447.0,32.0,,208
186,8,114,328.0,168.0,213.0,2.0,,208
186,8,112,615.6,159.6,461.0,76.0,,208
138,10,26,4693.12,1279.84,2264.0,16.0,,208
138,10,110,1680.0,720.0,1583.0,16.0,,208
138,10,62,3444.48,1185.6,7551.0,48.0,,208
138,10,94,246.5,130.5,345.0,58.0,,208
138,10,28,456.0,72.0,203.0,16.0,,208
138,10,69,806.48,219.84,1193.0,8.0,,208
138,10,55,210.0,90.0,460.0,30.0,,208
138,10,29,1381.38,475.42,3104.0,22.0,,208
138,10,63,1650.0,450.0,1718.0,40.0,,208
138,10,59,1017.36,186.66,1221.0,18.0,,208
138,10,103,1777.76,666.72,892.0,4.0,,208
138,10,61,1680.0,720.0,794.0,48.0,,208
138,10,53,891.12,205.92,430.0,24.0,,208
138,10,82,935.0,255.0,420.0,34.0,,208
113,3,93,180.0,108.0,159.0,36.0,,208
113,3,70,1920.0,640.0,1432.0,16.0,,208
113,3,64,1280.0,640.0,1114.0,32.0,,208
51,2,91,210.0,126.0,242.0,42.0,,208
51,2,26,17168.64,3515.52,22123.0,64.0,,208
51,2,50,560.0,280.0,725.0,140.0,,208
51,2,98,360.0,180.0,484.0,60.0,,208
51,2,49,528.0,264.0,725.0,16.0,,208
51,2,14,23899.48,2955.48,32761.0,44.0,,208
51,2,13,66688.96,13299.44,90183.0,136.0,,208
99,3,16,,,,,12.0,208
181,9,26,5759.6,1493.0,11840.0,20.0,,209
181,9,45,8279.68,2146.56,10413.0,16.0,,209
182,9,28,840.0,168.0,709.0,28.0,,209
181,9,27,5217.24,1872.92,18557.0,14.0,,209
182,9,5,2100.0,631.26,1528.0,42.0,,209
181,9,46,1623.84,355.2,3443.0,24.0,,209
182,9,86,2088.0,1080.0,1447.0,504.0,,209
182,9,14,20440.8,3304.8,18629.0,36.0,,209
181,9,60,816.0,336.0,2021.0,48.0,,209
181,9,43,5472.0,1418.88,16443.0,32.0,,209
181,9,36,1689.6,534.4,5733.0,64.0,,209
181,9,85,5258.8,1729.4,6613.0,20.0,,209
181,9,59,1675.2,290.7,5111.0,30.0,,209
182,9,63,4230.0,1410.0,2994.0,94.0,,209
182,9,89,1148.0,738.0,892.0,164.0,,209
181,9,56,612.0,252.0,1369.0,40.0,,209
181,9,83,3194.8,944.8,4316.0,40.0,,209
182,9,88,1388.52,884.52,898.0,252.0,,209
181,9,82,1350.0,350.0,2747.0,50.0,,209
181,9,61,1904.0,784.0,4875.0,56.0,,209
181,9,8,2932.8,982.8,3663.0,26.0,,209
181,9,51,2856.0,1176.0,6286.0,48.0,,209
182,9,69,439.92,146.6,379.0,4.0,,209
179,9,71,1980.0,660.0,4473.0,22.0,,209
182,9,81,2080.0,1040.0,1347.0,26.0,,209
181,9,9,154.84,28.84,369.0,14.0,,209
182,9,87,1080.0,720.0,912.0,180.0,,209
181,9,80,6450.12,2120.6,15522.0,46.0,,209
